root_form,form_name,filed_at,reporting_for,entity_name,ticker,company_cik,company_cik_trimmed,place_of_business,incorporated_location,file_num,film_num,file_num_search_url,filing_details_url,filing_document_url
8-K,Current report,2024-01-09,2023-12-28,MOMENTOUS HOLDINGS CORP.,,0001653876,1653876,"London, England, United Kingdom",Nevada,333-207163,24521895,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-207163&action=getcompany,https://www.sec.gov/Archives/edgar/data/1653876/000182912624000087/0001829126-24-000087-index.html,https://www.sec.gov/Archives/edgar/data/1653876/000182912624000087/momentoushold_ex99-1.htm
4,Insider trading report,2024-02-15,2024-02-13,"['KIRKLAND J BRYANT III', 'VECTOR GROUP LTD']",VGR,"['0001142748', '0000059440']","['1142748', '5944']","['', 'Miami, Florida']","[None, 'Delaware']",001-05759,24645355,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-05759&action=getcompany,"['https://www.sec.gov/Archives/edgar/data/1142748/000095017024016084/0000950170-24-016084-index.html', 'https://www.sec.gov/Archives/edgar/data/5944/000095017024016084/0000950170-24-016084-index.html']","['https://www.sec.gov/Archives/edgar/data/1142748/000095017024016084/ownership.xml', 'https://www.sec.gov/Archives/edgar/data/5944/000095017024016084/ownership.xml']"
8-K,Current report,2024-02-09,2024-02-09,"RenovoRx, Inc.",RNXT,0001574094,1574094,"San Jose, California",Delaware,001-40738,24615510,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40738&action=getcompany,https://www.sec.gov/Archives/edgar/data/1574094/000149315224005711/0001493152-24-005711-index.html,https://www.sec.gov/Archives/edgar/data/1574094/000149315224005711/ex10-1.htm
DEF 14A,Proxy statement,2024-03-15,2024-05-02,LOCKHEED MARTIN CORP,LMT,0000936468,936468,"Bethesda, Maryland",Maryland,001-11437,24752685,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-11437&action=getcompany,https://www.sec.gov/Archives/edgar/data/936468/000093646824000032/0000936468-24-000032-index.html,https://www.sec.gov/Archives/edgar/data/936468/000093646824000032/lmt-20240315.htm
8-K,Current report,2024-06-17,2024-06-14,PAID INC,PAYD,0001017655,1017655,"Westborough, Massachusetts",Delaware,000-28720,241049409,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-28720&action=getcompany,https://www.sec.gov/Archives/edgar/data/1017655/000143774924020539/0001437749-24-020539-index.html,https://www.sec.gov/Archives/edgar/data/1017655/000143774924020539/payd20240617_8k.htm
10-K,Annual report,2024-02-20,2023-12-31,"BankUnited, Inc.",BKU,0001504008,1504008,"Miami Lakes, Florida",Delaware,001-35039,24654752,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35039&action=getcompany,https://www.sec.gov/Archives/edgar/data/1504008/000150400824000006/0001504008-24-000006-index.html,https://www.sec.gov/Archives/edgar/data/1504008/000150400824000006/exhibit1015-bankunitedincp.htm
4,Insider trading report,2024-06-14,2024-06-13,"['Jonasson Zachariah', 'Absci Corp']",ABSI,"['0001872568', '0001672688']","['1872568', '1672688']","['', 'Vancouver, Washington']",,001-40646,241045495,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40646&action=getcompany,"['https://www.sec.gov/Archives/edgar/data/1872568/000167268824000030/0001672688-24-000030-index.html', 'https://www.sec.gov/Archives/edgar/data/1672688/000167268824000030/0001672688-24-000030-index.html']","['https://www.sec.gov/Archives/edgar/data/1872568/000167268824000030/wk-form4_1718397647.xml', 'https://www.sec.gov/Archives/edgar/data/1672688/000167268824000030/wk-form4_1718397647.xml']"
F-1,Registration statement,2024-07-12,,ADVEN INC.,,0001887689,1887689,"Calgary, Alberta, Canada","Alberta, Canada",333-280800,241115290,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-280800&action=getcompany,https://www.sec.gov/Archives/edgar/data/1887689/000121390024061095/0001213900-24-061095-index.html,https://www.sec.gov/Archives/edgar/data/1887689/000121390024061095/ea020861901ex10-13_adven.htm
8-K,Current report,2024-02-15,2024-02-09,ASCENT INDUSTRIES CO.,ACNT,0000095953,95953,"Oak Brook, Illinois",Delaware,001-05200,24643756,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-05200&action=getcompany,https://www.sec.gov/Archives/edgar/data/95953/000009595324000002/0000095953-24-000002-index.html,https://www.sec.gov/Archives/edgar/data/95953/000009595324000002/acnt-20240209.htm
6-K,Current report,2024-02-01,2024-01-19,C21 Investments Inc.,"CWLXF, CXXIF",0000831609,831609,"Vancouver, British Columbia, Canada","British Columbia, Canada",000-55982,24584361,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-55982&action=getcompany,https://www.sec.gov/Archives/edgar/data/831609/000106299324001686/0001062993-24-001686-index.html,https://www.sec.gov/Archives/edgar/data/831609/000106299324001686/form6k.htm
DEF 14A,Proxy statement,2024-04-12,2024-05-23,PIPER SANDLER COMPANIES,PIPR,0001230245,1230245,"Minneapolis, Minnesota",Delaware,001-31720,24840177,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-31720&action=getcompany,https://www.sec.gov/Archives/edgar/data/1230245/000110465924046556/0001104659-24-046556-index.html,https://www.sec.gov/Archives/edgar/data/1230245/000110465924046556/tm242663-2_def14a.htm
8-K,Current report,2024-03-06,2024-02-29,UNITED NATURAL FOODS INC,UNFI,0001020859,1020859,"Providence, Rhode Island",Delaware,001-15723,24724371,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-15723&action=getcompany,https://www.sec.gov/Archives/edgar/data/1020859/000102085924000004/0001020859-24-000004-index.html,https://www.sec.gov/Archives/edgar/data/1020859/000102085924000004/matteotarditiofferletter.htm
S-1,Registration statement,2024-03-22,,"Centuri Holdings, Inc.",,0001981599,1981599,"Phoenix, Arizona",Delaware,333-278178,24775255,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-278178&action=getcompany,https://www.sec.gov/Archives/edgar/data/1981599/000119312524075215/0001193125-24-075215-index.html,https://www.sec.gov/Archives/edgar/data/1981599/000119312524075215/d507887dex1015.htm
6-K,Current report,2024-05-09,2023-12-31,WESTPORT FUEL SYSTEMS INC.,WPRT,0001370416,1370416,"Vancouver, British Columbia, Canada",[],001-34152,24927936,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-34152&action=getcompany,https://www.sec.gov/Archives/edgar/data/1370416/000137041624000013/0001370416-24-000013-index.html,https://www.sec.gov/Archives/edgar/data/1370416/000137041624000013/a2024managementinformation.htm
8-K,Current report,2024-07-10,2024-07-03,3M CO,MMM,0000066740,6674,"St Paul, Minnesota",Delaware,001-03285,241108646,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-03285&action=getcompany,https://www.sec.gov/Archives/edgar/data/6674/000006674024000070/0000066740-24-000070-index.html,https://www.sec.gov/Archives/edgar/data/6674/000006674024000070/pressreleasejuly10.htm
10-K,Annual report,2024-02-15,2023-12-31,MERCER INTERNATIONAL INC.,MERC,0001333274,1333274,"Vancouver, British Columbia, Canada",Washington,000-51826,24644306,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-51826&action=getcompany,https://www.sec.gov/Archives/edgar/data/1333274/000095017024015942/0000950170-24-015942-index.html,https://www.sec.gov/Archives/edgar/data/1333274/000095017024015942/merc-ex10_10.htm
8-K,Current report,2024-08-07,2024-08-06,AMTECH SYSTEMS INC,ASYS,0000720500,7205,"Tempe, Arizona",Arizona,000-11412,241184914,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-11412&action=getcompany,https://www.sec.gov/Archives/edgar/data/7205/000095017024092969/0000950170-24-092969-index.html,https://www.sec.gov/Archives/edgar/data/7205/000095017024092969/asys-20240806.htm
DEF 14A,Proxy statement,2024-03-06,2024-04-26,"NorthWestern Energy Group, Inc.",NWE,0001993004,1993004,"Sioux Falls, South Dakota",Delaware,000-56598,24725431,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-56598&action=getcompany,https://www.sec.gov/Archives/edgar/data/1993004/000199300424000020/0001993004-24-000020-index.html,https://www.sec.gov/Archives/edgar/data/1993004/000199300424000020/nwe2024proxystmtcourtesy.pdf
8-K,Current report,2024-04-05,2024-04-03,"Transcode Therapeutics, Inc.",RNAZ,0001829635,1829635,"Boston, Massachusetts",Delaware,001-40363,24827161,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40363&action=getcompany,https://www.sec.gov/Archives/edgar/data/1829635/000110465924044325/0001104659-24-044325-index.html,https://www.sec.gov/Archives/edgar/data/1829635/000110465924044325/tm2411028d1_ex99-1.htm
497,Prospectus,2024-01-02,,First American Funds Trust,,0001890141,1890141,[],[],333-260527,24500847,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-260527&action=getcompany,https://www.sec.gov/Archives/edgar/data/1890141/000089710124000001/0000897101-24-000001-index.html,https://www.sec.gov/Archives/edgar/data/1890141/000089710124000001/faf231287_497.htm
6-K,Current report,2024-07-09,2024-07-09,AURORA CANNABIS INC,ACB,0001683541,1683541,"Edmonton, Alberta, Canada","British Columbia, Canada",001-38691,241106329,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38691&action=getcompany,https://www.sec.gov/Archives/edgar/data/1683541/000127956924000869/0001279569-24-000869-index.html,https://www.sec.gov/Archives/edgar/data/1683541/000127956924000869/ex991.htm
DEF 14A,Proxy statement,2024-03-28,2024-05-10,INNOSPEC INC.,IOSP,0001054905,1054905,"Englewood, Colorado",Delaware,001-13879,24793293,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-13879&action=getcompany,https://www.sec.gov/Archives/edgar/data/1054905/000183988224009417/0001839882-24-009417-index.html,https://www.sec.gov/Archives/edgar/data/1054905/000183988224009417/innospec-def14a_051024.htm
DEF 14A,Proxy statement,2024-06-25,2024-06-25,COMMVAULT SYSTEMS INC,CVLT,0001169561,1169561,"Tinton Falls, New Jersey",Delaware,001-33026,241069829,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-33026&action=getcompany,https://www.sec.gov/Archives/edgar/data/1169561/000116956124000070/0001169561-24-000070-index.html,https://www.sec.gov/Archives/edgar/data/1169561/000116956124000070/cvlt-20240625.htm
10-K,Annual report,2024-03-11,2023-12-31,NGM BIOPHARMACEUTICALS INC,NGM,0001426332,1426332,"South San Francisco, California",Delaware,001-38853,24738181,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38853&action=getcompany,https://www.sec.gov/Archives/edgar/data/1426332/000162828024010232/0001628280-24-010232-index.html,https://www.sec.gov/Archives/edgar/data/1426332/000162828024010232/ngm-20231231x10kex1016.htm
DEF 14A,Proxy statement,2024-04-02,2024-05-03,"Ascend Wellness Holdings, Inc.",AAWH,0001756390,175639,"New York, New York",Delaware,333-254800,24814752,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-254800&action=getcompany,https://www.sec.gov/Archives/edgar/data/175639/000162828024014375/0001628280-24-014375-index.html,https://www.sec.gov/Archives/edgar/data/175639/000162828024014375/a2024awh-proxystatement.htm
6-K,Current report,2024-07-11,2024-08-13,Electra Battery Materials Corp,ELBM,0001907184,1907184,"Toronto, Ontario, Canada","Ontario, Canada",001-41356,241111328,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41356&action=getcompany,https://www.sec.gov/Archives/edgar/data/1907184/000117184324003886/0001171843-24-003886-index.html,https://www.sec.gov/Archives/edgar/data/1907184/000117184324003886/exh_991.htm
PRE 14A,Proxy statement (preliminary),2024-03-04,2024-04-26,ARCBEST CORP /DE/,ARCB,0000894405,894405,"Fort Smith, Arkansas",Delaware,000-19969,24714577,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-19969&action=getcompany,https://www.sec.gov/Archives/edgar/data/894405/000130817924000055/0001308179-24-000055-index.html,https://www.sec.gov/Archives/edgar/data/894405/000130817924000055/larcb2024_pre14a.htm
DEF 14A,Proxy statement,2024-03-15,2024-04-26,ARCBEST CORP /DE/,ARCB,0000894405,894405,"Fort Smith, Arkansas",Delaware,000-19969,24752470,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-19969&action=getcompany,https://www.sec.gov/Archives/edgar/data/894405/000130817924000158/0001308179-24-000158-index.html,https://www.sec.gov/Archives/edgar/data/894405/000130817924000158/larcb2024_def14a.htm
8-K,Current report,2024-03-01,2024-02-27,"Safety Shot, Inc.","SHOT, SHOTW",0001760903,1760903,"Jupiter, Florida",Delaware,001-39569,24711403,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-39569&action=getcompany,https://www.sec.gov/Archives/edgar/data/1760903/000149315224008556/0001493152-24-008556-index.html,https://www.sec.gov/Archives/edgar/data/1760903/000149315224008556/form8-k.htm
10-K,Annual report,2024-05-03,2023-12-31,"ECD Automotive Design, Inc.","ECDA, ECDAW",0001922858,1922858,"Hingham, Massachusetts",Delaware,001-41497,24910720,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41497&action=getcompany,https://www.sec.gov/Archives/edgar/data/1922858/000121390024039311/0001213900-24-039311-index.html,https://www.sec.gov/Archives/edgar/data/1922858/000121390024039311/ea020368601ex10-22_ecdauto.htm
8-K,Current report,2024-03-22,2024-03-21,"Track Group, Inc.",TRCK,0001045942,1045942,"Naperville, Illinois",Delaware,000-23153,24775142,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-23153&action=getcompany,https://www.sec.gov/Archives/edgar/data/1045942/000143774924009042/0001437749-24-009042-index.html,https://www.sec.gov/Archives/edgar/data/1045942/000143774924009042/trkg20240322_8k.htm
DEF 14A,Proxy statement,2024-05-14,2024-05-14,"Kaival Brands Innovations Group, Inc.",KAVL,0001762239,1762239,"Grant-valkaria, Florida",[],001-40641,24945564,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40641&action=getcompany,https://www.sec.gov/Archives/edgar/data/1762239/000173112224000780/0001731122-24-000780-index.html,https://www.sec.gov/Archives/edgar/data/1762239/000173112224000780/e5665_def14a.htm
DEF 14A,Proxy statement,2024-04-29,2023-12-31,NATURAL GAS SERVICES GROUP INC,NGS,0001084991,1084991,"Midland, Texas",[],001-31398,24892021,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-31398&action=getcompany,https://www.sec.gov/Archives/edgar/data/1084991/000108499124000023/0001084991-24-000023-index.html,https://www.sec.gov/Archives/edgar/data/1084991/000108499124000023/ngs-20240429.htm
DEF 14A,Proxy statement,2024-01-29,2024-03-20,GRIFFON CORP,GFF,0000050725,50725,"New York, New York",Delaware,001-06620,24573578,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-06620&action=getcompany,https://www.sec.gov/Archives/edgar/data/50725/000093041324000435/0000930413-24-000435-index.html,https://www.sec.gov/Archives/edgar/data/50725/000093041324000435/c107815_def14a.htm
DEF 14A,Proxy statement,2024-03-15,2024-04-25,OLIN Corp,OLN,0000074303,74303,"Clayton, Missouri",Virginia,001-01070,24752720,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-01070&action=getcompany,https://www.sec.gov/Archives/edgar/data/74303/000007430324000083/0000074303-24-000083-index.html,https://www.sec.gov/Archives/edgar/data/74303/000007430324000083/oln-20240311.htm
8-K,Current report,2024-04-25,2024-04-25,Dengfeng Group Ltd,,0001585149,1585149,"New York, New York",Nevada,333-194070,24873383,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=333-194070&action=getcompany,https://www.sec.gov/Archives/edgar/data/1585149/000149315224015863/0001493152-24-015863-index.html,https://www.sec.gov/Archives/edgar/data/1585149/000149315224015863/form8-k.htm
DEF 14C,Information statement,2024-04-26,2023-12-31,COMMONWEALTH EDISON Co,,0000022606,22606,"Chicago, Illinois",Illinois,001-01839,24884153,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-01839&action=getcompany,https://www.sec.gov/Archives/edgar/data/22606/000002260624000005/0000022606-24-000005-index.html,https://www.sec.gov/Archives/edgar/data/22606/000002260624000005/exc-20240426.htm
DEF 14A,Proxy statement,2024-04-10,2024-05-24,TRANSACT TECHNOLOGIES INC,TACT,0001017303,1017303,"Hamden, Connecticut",Delaware,000-21121,24835865,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-21121&action=getcompany,https://www.sec.gov/Archives/edgar/data/1017303/000121465924006514/0001214659-24-006514-index.html,https://www.sec.gov/Archives/edgar/data/1017303/000121465924006514/ea0203441-01.htm
SC 13D,Beneficial ownership report,2024-07-22,,"['Lifeway Foods, Inc.', 'SMOLYANSKY LUDMILA']",LWAY,"['0000814586', '0001227848']","['814586', '1227848']","['Morton Grove, Illinois', '']","['Illinois', None]",005-50073,241129274,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=005-50073&action=getcompany,"['https://www.sec.gov/Archives/edgar/data/814586/000168316824004972/0001683168-24-004972-index.html', 'https://www.sec.gov/Archives/edgar/data/1227848/000168316824004972/0001683168-24-004972-index.html']","['https://www.sec.gov/Archives/edgar/data/814586/000168316824004972/lifeway_ex9901.htm', 'https://www.sec.gov/Archives/edgar/data/1227848/000168316824004972/lifeway_ex9901.htm']"
DEF 14A,Proxy statement,2024-07-17,2024-08-28,CASEYS GENERAL STORES INC,CASY,0000726958,726958,"Ankeny, Iowa",Iowa,001-34700,241122060,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-34700&action=getcompany,https://www.sec.gov/Archives/edgar/data/726958/000114036124033386/0001140361-24-033386-index.html,https://www.sec.gov/Archives/edgar/data/726958/000114036124033386/ny20029538x1_def14a.htm
8-K,Current report,2024-07-01,2024-07-01,ISSUER DIRECT CORP,ISDR,0000843006,843006,"Raleigh, North Carolina",[],001-10185,241091056,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-10185&action=getcompany,https://www.sec.gov/Archives/edgar/data/843006/000165495424008485/0001654954-24-008485-index.html,https://www.sec.gov/Archives/edgar/data/843006/000165495424008485/isdr_8k.htm
DEF 14A,Proxy statement,2024-06-27,2024-07-26,ATIF Holdings Ltd,ATIF,0001755058,1755058,"Shenzhen, China","Virgin Islands, British",001-38876,241078939,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38876&action=getcompany,https://www.sec.gov/Archives/edgar/data/1755058/000121390024056635/0001213900-24-056635-index.html,https://www.sec.gov/Archives/edgar/data/1755058/000121390024056635/ea0208553-def14a_atif.htm
10-K,Annual report,2024-04-01,2023-12-31,"BIOFORCE NANOSCIENCES HOLDINGS, INC.",BFNH,0001310488,1310488,"Virginia Beach, Virginia",[],000-51074,24808767,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-51074&action=getcompany,https://www.sec.gov/Archives/edgar/data/1310488/000109181824000034/0001091818-24-000034-index.html,https://www.sec.gov/Archives/edgar/data/1310488/000109181824000034/bfnh12302310k.htm
DEF 14A,Proxy statement,2024-03-15,2024-04-24,GOLDMAN SACHS GROUP INC,"GS, GSCE, GS-PA, GS-PC, GS-PD, GS-PK",0000886982,886982,"New York, New York",Delaware,001-14965,24753018,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-14965&action=getcompany,https://www.sec.gov/Archives/edgar/data/886982/000119312524068743/0001193125-24-068743-index.html,https://www.sec.gov/Archives/edgar/data/886982/000119312524068743/d541341ddef14a.htm
8-K,Current report,2024-03-20,2024-03-15,"Viracta Therapeutics, Inc.",VIRX,0001061027,1061027,"Cardiff, California",Delaware,000-51531,24768320,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-51531&action=getcompany,https://www.sec.gov/Archives/edgar/data/1061027/000095017024034230/0000950170-24-034230-index.html,https://www.sec.gov/Archives/edgar/data/1061027/000095017024034230/virx-ex10_1.htm
DEF 14A,Proxy statement,2024-04-26,2024-06-11,"NASDAQ, INC.",NDAQ,0001120193,1120193,"New York, New York",Delaware,001-38855,24884429,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38855&action=getcompany,https://www.sec.gov/Archives/edgar/data/1120193/000119312524118183/0001193125-24-118183-index.html,https://www.sec.gov/Archives/edgar/data/1120193/000119312524118183/d739414ddef14a1.pdf
DEF 14A,Proxy statement,2024-04-05,2024-05-21,VALLEY NATIONAL BANCORP,"VLY, VLYPO, VLYPP",0000714310,71431,"New York, New York",New Jersey,001-11277,24825133,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-11277&action=getcompany,https://www.sec.gov/Archives/edgar/data/71431/000119312524088103/0001193125-24-088103-index.html,https://www.sec.gov/Archives/edgar/data/71431/000119312524088103/d584077ddef14a1.pdf
DEF 14A,Proxy statement,2024-03-12,2024-03-12,"SurgePays, Inc.","SURG, SURGW",0001392694,1392694,"Bartlett, Tennessee",Nevada,001-40992,24742247,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40992&action=getcompany,https://www.sec.gov/Archives/edgar/data/1392694/000149315224009671/0001493152-24-009671-index.html,https://www.sec.gov/Archives/edgar/data/1392694/000149315224009671/formdef14a.htm
DEF 14A,Proxy statement,2024-04-18,2024-06-06,NETFLIX INC,NFLX,0001065280,106528,"Los Gatos, California",Delaware,001-35727,24854958,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-35727&action=getcompany,https://www.sec.gov/Archives/edgar/data/106528/000119312524100913/0001193125-24-100913-index.html,https://www.sec.gov/Archives/edgar/data/106528/000119312524100913/d521836ddef14a1.pdf
8-K,Current report,2024-07-31,2024-07-26,HIRU Corp,HIRU,0000925779,925779,"West Palm Beach, Florida",Georgia,001-13226,241160102,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-13226&action=getcompany,https://www.sec.gov/Archives/edgar/data/925779/000168316824005158/0001683168-24-005158-index.html,https://www.sec.gov/Archives/edgar/data/925779/000168316824005158/hiru_ex9901.htm
SC 13D,Beneficial ownership report,2024-01-12,,"['Procaps Group, S.A.', 'Hoche Partners Pharma Holding S.A.']","PROC, PROCW","['0001863362', '0001884588']","['1863362', '1884588']","['Luxembourg, Luxembourg', 'Luxembourg, Luxembourg']",Luxembourg,005-92922,24532325,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=005-92922&action=getcompany,"['https://www.sec.gov/Archives/edgar/data/1863362/000101905624000022/0001019056-24-000022-index.html', 'https://www.sec.gov/Archives/edgar/data/1884588/000101905624000022/0001019056-24-000022-index.html']","['https://www.sec.gov/Archives/edgar/data/1863362/000101905624000022/ex99_7.htm', 'https://www.sec.gov/Archives/edgar/data/1884588/000101905624000022/ex99_7.htm']"
40FR12B,Registration statement,2024-07-10,,Collective Mining Ltd.,,0001953575,1953575,"Toronto, Ontario, Canada","Ontario, Canada",001-42170,241110416,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-42170&action=getcompany,https://www.sec.gov/Archives/edgar/data/1953575/000121390024060528/0001213900-24-060528-index.html,https://www.sec.gov/Archives/edgar/data/1953575/000121390024060528/ea020474801ex99-111_collect.htm
6-K,Current report,2024-03-20,2024-03-20,Check-Cap Ltd,CHEK,0001610590,161059,"Isfiya, Israel",Israel,001-36848,24766313,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36848&action=getcompany,https://www.sec.gov/Archives/edgar/data/161059/000121390024024186/0001213900-24-024186-index.html,https://www.sec.gov/Archives/edgar/data/161059/000121390024024186/ea020215101ex99-1_checkcap.htm
6-K,Current report,2024-05-16,2024-06-17,MAG SILVER CORP,MAG,0001230992,1230992,"Vancouver, British Columbia, Canada","British Columbia, Canada",001-33574,24956368,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-33574&action=getcompany,https://www.sec.gov/Archives/edgar/data/1230992/000117184324002938/0001171843-24-002938-index.html,https://www.sec.gov/Archives/edgar/data/1230992/000117184324002938/exh_992.htm
8-K,Current report,2024-03-18,2024-03-15,Eightco Holdings Inc.,OCTO,0001892492,1892492,"Easton, Pennsylvania",Delaware,001-41033,24756972,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-41033&action=getcompany,https://www.sec.gov/Archives/edgar/data/1892492/000149315224010198/0001493152-24-010198-index.html,https://www.sec.gov/Archives/edgar/data/1892492/000149315224010198/form8-k.htm
8-K,Current report,2024-03-29,2024-03-29,"SPLASH BEVERAGE GROUP, INC.","SBEV, SBEV-WT",0001553788,1553788,"Fort Lauderdale, Florida",Nevada,001-40471,24804779,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40471&action=getcompany,https://www.sec.gov/Archives/edgar/data/1553788/000173112224000540/0001731122-24-000540-index.html,https://www.sec.gov/Archives/edgar/data/1553788/000173112224000540/e5547_8-k.htm
8-K,Current report,2024-04-29,2024-04-24,"WideOpenWest, Inc.",WOW,0001701051,1701051,"Englewood, Colorado",Delaware,001-38101,24887042,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-38101&action=getcompany,https://www.sec.gov/Archives/edgar/data/1701051/000110465924053569/0001104659-24-053569-index.html,https://www.sec.gov/Archives/edgar/data/1701051/000110465924053569/tm2412738d1_ex99-1.htm
40FR12B,Registration statement,2024-07-10,,Collective Mining Ltd.,,0001953575,1953575,"Toronto, Ontario, Canada","Ontario, Canada",001-42170,241110416,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-42170&action=getcompany,https://www.sec.gov/Archives/edgar/data/1953575/000121390024060528/0001213900-24-060528-index.html,https://www.sec.gov/Archives/edgar/data/1953575/000121390024060528/ea020474801ex99-98_collect.htm
DEF 14A,Proxy statement,2024-01-29,2023-09-30,Blue Bird Corp,BLBD,0001589526,1589526,"Macon, Georgia",[],001-36267,24575000,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36267&action=getcompany,https://www.sec.gov/Archives/edgar/data/1589526/000158952624000003/0001589526-24-000003-index.html,https://www.sec.gov/Archives/edgar/data/1589526/000158952624000003/blbd-20240129.htm
10-K,Annual report,2024-02-27,2023-12-31,Longeveron Inc.,LGVN,0001721484,1721484,"Miami, Florida",Delaware,001-40060,24686518,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-40060&action=getcompany,https://www.sec.gov/Archives/edgar/data/1721484/000121390024017521/0001213900-24-017521-index.html,https://www.sec.gov/Archives/edgar/data/1721484/000121390024017521/ea0200564ex10-16_longeveron.htm
DEF 14A,Proxy statement,2024-04-08,2024-05-23,"TrueCar, Inc.",TRUE,0001327318,1327318,"Santa Monica, California",Delaware,001-36449,24829612,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-36449&action=getcompany,https://www.sec.gov/Archives/edgar/data/1327318/000110465924044723/0001104659-24-044723-index.html,https://www.sec.gov/Archives/edgar/data/1327318/000110465924044723/tm2332122-2_def14a.htm
DEF 14A,Proxy statement,2024-03-06,2024-04-26,"NorthWestern Energy Group, Inc.",NWE,0001993004,1993004,"Sioux Falls, South Dakota",Delaware,000-56598,24725431,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=000-56598&action=getcompany,https://www.sec.gov/Archives/edgar/data/1993004/000199300424000020/0001993004-24-000020-index.html,https://www.sec.gov/Archives/edgar/data/1993004/000199300424000020/nwe-20240306.htm
DEF 14A,Proxy statement,2024-03-28,2024-05-23,OLD REPUBLIC INTERNATIONAL CORP,ORI,0000074260,7426,"Chicago, Illinois",Delaware,001-10607,24798267,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-10607&action=getcompany,https://www.sec.gov/Archives/edgar/data/7426/000114036124016091/0001140361-24-016091-index.html,https://www.sec.gov/Archives/edgar/data/7426/000114036124016091/edge20018774x1_def14a.htm
6-K,Current report,2024-05-23,2024-06-27,NORTHERN DYNASTY MINERALS LTD,NAK,0001164771,1164771,"Vancouver, British Columbia, Canada","British Columbia, Canada",001-32210,24974857,https://www.sec.gov/cgi-bin/browse-edgar/?filenum=001-32210&action=getcompany,https://www.sec.gov/Archives/edgar/data/1164771/000106299324011001/0001062993-24-011001-index.html,https://www.sec.gov/Archives/edgar/data/1164771/000106299324011001/exhibit99-2.htm
